ID,Título,Título Original,Títulos Alternativos,Autor,Autor Nombre Completo,Autor Nacimiento,Autor Muerte,Autor Época,Autor Biografía,Tipo de Obra,Género,Subgénero,Tema,Fuente Principal,Origen de Datos,Página PDF,Número de Actos,Número de Versos,Idioma,Fecha de Creación,Música Conservada,Compositor,Bibliotecas con Música,Bibliografía Musical,Mecenas,Edición Príncipe,Notas Bibliográficas,Manuscritos Conocidos,Ediciones Conocidas,Notas,Observaciones
2733,Engaños hay que son justos,Engaños hay que son justos,Un engaño con primor triunfos da a culto y a amor,,,,,,,comedia,,,histórico,AMBAS,web,,,,Español,,No,,,,,,"manuscritos en la B.N.M.: 16.675, sin fecha; 15.179, copia de 1698; 14.913, el título abreviado de Engaños hay que son justos, sin atribución (Medel; García de la Huerta). En la B.M.M. hay otro cuarto manuscrito con Engaños hay que son justos y segundo Rey de Roma. Hay un manuscrito con este último título en la misma colección, con una aprobación de 1747. De Un engaño con primor hay copia manuscrita en la Biblioteca Municipal de Valencia, Teatro antiguo valenciano, tomo IX, sig. 2.949/144 (véase Evangelina Rodríguez, en Teatro y prácticas escénicas, II [Londres, 1986], pág. 352, n. 25).",,,,
3573,Engaños y muerte de Mahoma,Engaños y muerte de Mahoma,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3576,Enredos del diablo,Enredos del diablo,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2735,Entre bobos anda el juego,Entre bobos anda el juego,Don Lucas del Cigarral y la fecha del 4 de septiembre de 1638,Rojas Zorrilla,,,,Siglo de Oro,,comedia,comedia,,mitológico,FUENTESXI,pdf,8,,,Español,,No,,,,,la Segunda parte de sus comedias (Madrid,"Comedia de Rojas Zorrilla, impresa en la Segunda parte de sus comedias (Madrid, 1645), fols. 43 r. - 63 v. Según Cotarelo, Rojas, 165, hay manuscrito en la B.N.M. con el título de Don Lucas del Cigarral y la fecha del 4 de septiembre de 1638. No lo trae Paz ni se encuentra en el fichero. Comedia atribuida a Calderón en la impresión de Escogidas XI (Madrid, 1658), fols. 159 r. - 176 v., con el título de El escándalo de Grecia contra las santas imágenes. Dicen los últimos versos: «Dios, que te perdió, / si no ha acertado a servirlos.» En la B.N.M. hay un manuscrito de El escándalo de Grecia contra las santas imágenes, El Emperador Constantino, 17.363, copia con fecha de 1692; y otras dos copias, 15.636 y 15.187 (Paz, I, 191-192). También salió suelta con el título de El escándalo de Grecia contra las santas imágenes, atribuida a Calderón (ejemplar de la B.L.; Fajardo; García de la Huerta; K y R. Reichenberger, I, 769-770). Vera Tassis, en la lista de la Verdadera quinta parte, niega que sea de don Pedro, y la rechaza el mismo dramaturgo en su Cuarta parte.",,,,
2741,Estados mudan costumbres,Estados mudan costumbres,,Matos Fragoso,,,,Siglo de Oro,,comedia,comedia,,,AMBAS,web,,,,Español,,No,,,,,Escogidas V (Madrid,"Comedia de Matos Fragoso, impresa en Escogidas V (Madrid, 1654), 80-127.",,,,
3609,Estefanía la desdichada,Estefanía la desdichada,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2743,Esto es comedia,Esto es comedia,,,,,,,,comedia,comedia,,histórico,AMBAS,web,,,,Español,,No,,,,,,"Existe El Vizconde de la Corchuela, o Esto es comedia, atribuida a Antonio de Zamora. Salió también atribuida a tres ingenios, y la traen Medel y García de la Huerta, anónima. Hay copias manuscritas en la B.N.M., 15.537, 14.766, 15.112 y 16.109 (Paz, I, 577-578); en la Biblioteca Menéndez Pelayo, Santander, donde se atribuye a Antonio de Zamora. Pedro de Castro y Fernando de la Peña (Artigas y Sánchez Reyes, 214); y en la B.L., Add. 33.479(9), con atribución igual (Gayangos, IV, 305). Paul Mérimée, 480, sin embargo, cree que data del siglo XVIII, antes del 9 de febrero de 1711, fecha de su representación en el Corral del Príncipe. Dada la semejanza de los dos títulos, es posible que se trate aquí de representaciones de Lo que es comedia (q.v.), obra hecha el 26 de enero de 1698, también por la compañía de Cárdenas.",,,,
3610,Esto sí que es negociar,Esto sí que es negociar,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3611,Estos polvos traen estos lodos,Estos polvos traen estos lodos,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3614,Estrigonia y Barcania,Estrigonia y Barcania,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3616,Eurídice y Orfeo,Eurídice y Orfeo,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2745,Extremos de amor y honor,Extremos de amor y honor,,Crecencio Cerveró,,,,Siglo de Oro,,comedia,comedia,,,AMBAS,web,,,,Español,,No,,,,,,"Comedia de Crecencio Cerveró, publicada suelta y anónima. La traen Medel, García de la Huerta y Arteaga. Véase Barrera, 90. Hay manuscrito en la Biblioteca Municipal de Valencia, Teatro antiguo valenciano, tomo IX, sig. 2.952/144 (véase Evangelina Rodríguez, en Teatro y prácticas escénicas, II [Londres, 1986], pág. 349 y n. 21).",,,,
2746,Fabladme en entrando,Fabladme en entrando,,,,,,,,zarzuela,zarzuela,,,FUENTESXI,pdf,38,,,Español,,Sí,,,,,,"música se conserva en la B.N.M., Ms. M.2.277 (Anglés y Subirá, I, 363-",,,,
2748,"Faeton, hijo del sol, El","Faeton, hijo del sol, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2747,Faetón,Faetón,El Faetón,,,,,,,entremes,,,,FUENTESXI,pdf,71,,,Español,,No,,,,,,"(1) Se menciona el manuscrito original en un documento de 1676 Tres copias manuscritas se conservan en la B.N.M., Res. 120, 16.539 (con el del sol, Faetón. En la B.N.M., 1-34-5, está el manuscrito con letra del siglo",,,,
3621,Falsos celos,Falsos celos,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3637,Fernán Méndez Pinto,Fernán Méndez Pinto,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2751,"Fiera, el rayo y la piedra, La","Fiera, el rayo y la piedra, La",,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,1,,,Español,,No,,,,,"la Tercera parte de sus comedias
(Madrid","Comedia de Calderón, impresa en la Tercera parte de sus comedias Magestades en el Palacio del Buen-Retiro.» En la B.N.M. se conserva un manuscrito que se deriva de la representación de esta comedia en Valencia el",,,,
2752,Fieras afemina amor,Fieras afemina amor,Hércules (Fuentes V7); (2) 19 de abril de 1690,Calderón,,,,Siglo de Oro,,entremes,comedia,,histórico,AMBAS,web,,,,Español,,No,,,,,la falsa Quinta parte de sus comedias («Barcelona» y Madrid,"Comedia de Calderón, impresa en la falsa Quinta parte de sus comedias («Barcelona» y Madrid, 1677), fols. 5 v. - 36 v. (la loa en los folios 1 r. - 5 r.), en la Quinta parte (Madrid, 1677), y en la Sexta parte (Madrid, 1683). La edición príncipe es una lujosa suelta, con loa, entremés, sainete y fin de fiesta, sin fecha, como lo demostró E. M. Wilson, RBAMM, XXIV (1955), 327-348. Hay dos manuscritos en la B.N.M. El Ms. 15.581 reproduce los Actos I y II y un «Bayle para la fiesta» preparado para una representación regia de 1724. El segundo manuscrito, 17.031, es una copia de una versión primitiva de la obra, anterior al texto impreso de la suelta; según el manuscrito, es de la fiesta que se representó «en el Real Coliseo del Buen Retiro en el cumpleaños de la Reina Doña María Ana de Austria», 17.031 (Paz, I, 211-212). Hay manuscrito en la B.M.M., I-30-6, con censura de 1749 (Agulló, RBAMM, núm. 6 [1980], 185), y copias de la loa en la B.I.T.B., 46.629 (Simón Palmer, CB, XXXIV [1977], 33). Para las versiones impresas y manuscritas, y las relaciones entre ellas, véase la edición de Edward M. Wilson (Kassel, 1984).",,,,
2753,Fieras de celos y amor,Fieras de celos y amor,¿Cuál es la fiera mayor entre los monstruos de amor? (Paz,Bances Candamo,,,,Siglo de Oro,,zarzuela,zarzuela,,histórico,AMBAS,web,,,,Español,,No,,,,,sus Poesías cómicas (Madrid,"Zarzuela de Bances Candamo, impresa en sus Poesías cómicas (Madrid, 1722), II, 150-179: «Fiesta, que se representó a sus Magestades, en celebridad del Nombre de las Augustissimas Reynas de España, Madre, y Reynante, Doña Mariana de Austria, y Doña Mariana de Neoburg.» En la B.N.M. hay un manuscrito completo, 16.740, y otro parcial, 17.448(21). En la misma colección se conserva otro tercer manuscrito, 16.811, con el título de ¿Cuál es la fiera mayor entre los monstruos de amor? (Paz, I, 128, 212). Fue estrenada con el de El mayor monstruo de amor (q.v.).",,,,
3641,Figura del maná,Figura del maná,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3642,Fin de fiesta de los remedios de los matachines,Fin de fiesta de los remedios de los matachines,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2754,Fineza contra fineza,Fineza contra fineza,,Calderón,,,,Siglo de Oro,,comedia,,,,AMBAS,web,,,,Español,,No,,,,,,,,,,
2755,Fingir y amar,Fingir y amar,,,,,,,,comedia,,,,FUENTESXI,pdf,32,,,Español,,No,,,,,Escogidas XV (Madrid,"Según el documento, es de «tres ingenios»; pero se atribuye usualmente a Moreto. Está impresa en Escogidas XV (Madrid, 1661), fols. 27 r. - 47 r.",,,,
2757,Focas,Focas,,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,109,,,Español,,No,,,,,Escogidas XIII (Madrid,"Comedia de Calderón, impresa en Escogidas XIII (Madrid, 1660), 143- manuscritos en la B.I.T.B., 82.633 (Simón Palmer, CB, XXXIV [1977], 6); y",,,,
3659,Fuego de Dios en el querer bien,Fuego de Dios en el querer bien,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3661,Fuenteovejuna,Fuenteovejuna,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2762,Galán y dama encubiertos,Galán y dama encubiertos,,,,,,,,comedia,,,,AMBAS,web,,,,Español,,No,,,,,,,,,,
3682,"Galán, discreto y valiente","Galán, discreto y valiente",,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3683,"Galán, valiente y discreto","Galán, valiente y discreto",,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2763,Ganar amigos,Ganar amigos,Amor,Ruiz,,,,Siglo de Oro,,comedia,,,,AMBAS,web,,,,Español,,No,,,,,,,,,,
2765,Gedeon divino,Gedeon divino,,,,,,,,comedia,,,,FUENTESXI,pdf,121,,,Español,,No,,,,,,,,,,
2766,Gedeon divino y humano,Gedeon divino y humano,,,,,,,,comedia,,,,FUENTESXI,pdf,30,,,Español,,No,,,,,,,,,,
3690,Gedeón humano y divino,Gedeón humano y divino,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3702,Gradas de San Felipe,Gradas de San Felipe,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2769,Gran quimico del mundo,Gran quimico del mundo,,,,,,,,comedia,,,,FUENTESXI,pdf,5,,,Español,,No,,,,,,,,,,
3711,Gravedad en Villaverde,Gravedad en Villaverde,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2774,Guardare del agua mansa,Guardare del agua mansa,,,,,,,,comedia,,,,FUENTESXI,pdf,12,,,Español,,No,,,,,,,,,,
3713,Guerra de amor y honor,Guerra de amor y honor,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2775,Guerras de amor y de celos,Guerras de amor y de celos,,,,,,,,comedia,,,,FUENTESXI,pdf,1,,,Español,,No,,,,,,,,,,
2776,Guerras de celos y amor,Guerras de celos y amor,Guerras de amor y de celos (Paz,,,,,,,comedia,comedia,,histórico,AMBAS,web,,,,Español,,No,,,,,,"Comedia atribuida a Matías de Ayala e impresa suelta. Según Fajardo es «de Don Marcelo de Ayala, y suelta en Madrid al buelo»; hay dos sueltas del siglo XVIII en la B.M.M., 1-322, una atribuida a Marcelo de Ayala y otra a Matías de Ayala (Agulló, RBAMM, núms. 7-8 [1980], 241). Medel y García de la Huerta la traen atribuida también a don Luis de Guzmán. Hay una copia manuscrita parcial en la B.N.M., 17.448(19), con el título de Guerras de amor y de celos (Paz, I, 237), y también aparece el título tachado en el manuscrito autógrafo de La restauración de Hungría, obra de Marcelo Antonio de Ayala y Guzmán, 15.976 (Paz, I, 476). Así, es probable que Guerras de celos y amor deba atribuirse también a dicho dramaturgo, y no a Matías de Ayala, desconocido aparte de esta referencia.",,,,
2777,Gustos y disgustos,Gustos y disgustos,,,,,,,,comedia,,,,FUENTESXI,pdf,15,,,Español,,No,,,,,,,,,,
2778,Gustos y disgustos no es más que imaginación,Gustos y disgustos no es más que imaginación,,,,,,,,comedia,,,,FUENTESXI,pdf,1,,,Español,,No,,,,,,,,,,
2780,Gustos y disgustos son no más que imaginación,Gustos y disgustos son no más que imaginación,Gustos y disgustos sólo es imaginación (Fuentes IV); (2) 3 de enero de 1680,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,3,,,Español,,No,,,,,Escogidas VIII (Madrid,"Comedia de Calderón, impresa en Escogidas VIII (Madrid, 1657), fols. 66 v. - 89 v. Según Hesse, PQ, XXVII (1948), 44, esta es la edición príncipe. Véase también Dicha y desdicha no es más que imaginación.",,,,
2779,Gustos y disgustos sólo es imaginación,Gustos y disgustos sólo es imaginación,,,,,,,,comedia,,,,FUENTESXI,pdf,2,,,Español,,No,,,,,,,,,,
2781,Habladme en entrando,Habladme en entrando,Habladme en entrando,,,,,,,comedia,comedia,,mitológico,AMBAS,web,,,,Español,,Sí,,,,,,"Hay (A) la obra de Tirso de Molina, con el título alternativo de Celos de amor y de honor ni aun a su padre perdona, existente en manuscrito en la B.N.M., 15.087, y representada, según el manuscrito, por Manuel Vallejo. En la B.N.M. hay dos manuscritos del siglo XVIII; Hesse, «Bibliografía general...», 794. Se imprimió atribuido a Manuel Vallejo y hay ejemplar en la Biblioteca Nazionale Marciana de Venecia, Drama 3.906 (véanse Ángela Mariutti de Sánchez Rivero, La Bibliofilia, LV (1953), 157-162; y Gumersindo Placer, Estudios, núms. 132-135 (enero-diciembre, 1981), 633). Pero la representación de diciembre de 1706 será de (B) la comedia de Pedro Francisco de Lanini y Sagredo: el manuscrito autógrafo, con la fecha del 23 de noviembre de dicho año y censura de Cañizares del 1° de diciembre, se conserva en la B.N.M., 15.126 (Paz, I, 239; Barrera, 201), donde hay otros dos ejemplares manuscritos, 15.341 y 14.496(28) (Paz, I, 239). Hay otro en el Archivo de la Cofradía de la Novena, legajo 27, carpeta 6, con la fecha de «Barcelona, año de 1732»; este manuscrito es una copia, «Valencia, Gabriel Suarez, en 24 de octubre de 1746». Se imprimió suelta, con el título de Habladme en entrando. Hay música para «Habladme en entrando» conservada en el Archivo de la Cofradía de la Novena (Stein, R Mus, III, 1-2 [1980], 223).",,,,
3717,Hacer bien sin ver a quién,Hacer bien sin ver a quién,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2782,Hacer cada uno lo que debe,Hacer cada uno lo que debe,Hacer cada uno lo que debe,,,,,,,comedia,comedia,,,AMBAS,web,,,,Español,,No,,,,,,"Comedia atribuida a Jerónimo Cuellar en Diferentes XLIII (Zaragoza, 1650) donde aparece con el título de Hacer cada uno lo que debe. En el índice del mismo tomo se intitula Hacer cada cual su negocio, o que le toca; véase Profeti, «Appunti», 176-177. Hay un manuscrito en la B.N.M., 16.981, atribuido en la primera hoja a Solís, y en la segunda a «un don Gerónimo de Tol» (Paz, I, 240). Fajardo, García de la Huerta y Medel la tienen con el título de Cada cual a su negocio y atribuida a Calderón, aserto rechazado por Vera Tassis en la lista de la Verdadera quinta parte.",,,,
2783,Hacer del amor agravio,Hacer del amor agravio,,,,,,,,comedia,,,,FUENTESXI,pdf,8,,,Español,,No,,,,,,,,,,
2784,Hacer fineza el desaire,Hacer fineza el desaire,La Arcadia (Fuentes IV); (2) anunciada 19 de julio de 1663,,,,,,,comedia,comedia,,,AMBAS,web,,,,Español,,No,,,,,Escogidas XXIII (Madrid,"Comedia del P. Diego Calleja, impresa en Escogidas XXIII (Madrid, 1665), 272-313: «Fiesta que se hizo a Sus Magestades».",,,,
2785,Hacer remedio el dolor,Hacer remedio el dolor,,,,,,,,comedia,comedia,,,AMBAS,web,,,,Español,,No,,,,,Escogidas XI (Madrid,"Comedia impresa en Escogidas XI (Madrid, 1658), fols. 35 v. - 55 v., donde se atribuye a Moreto y Cáncer. En la edición suelta de Valencia, Orga, 1762, se adjudica a Cáncer, Matos Fragoso y Moreto (Cambronerio, 370).",,,,
2787,Hado y divisa,Hado y divisa,,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,25,,,Español,,No,,,,,la Verdadera quinta parte de sus comedias (Madrid,"Comedia de Calderón, impresa en la Verdadera quinta parte de sus comedias (Madrid, 1682), 1-66: «Fiesta que se representó a sus Magestades en el Coliseo del Buen Retiro». Cree Hesse, PQ, XXVII (1948), 46, que la edición de Vera Tassis está hecha a base de un manuscrito. En la B.N.M. hay una copia, posiblemente de mano de Matos Fragoso, 16.743 (pero véase Sánchez Mariana, RLit, XLVI [1984], 125); y asimismo un manuscrito de 1680, 9.373, entre la primera y segunda jornadas del cual se encuentra una.",,,,
3718,Hado y divisa de Leonido y Marfisa,Hado y divisa de Leonido y Marfisa,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2786,Hados y lados hacen dichosos y desdichados,Hados y lados hacen dichosos y desdichados,,,,,,,,comedia,,,,AMBAS,web,,,,Español,,No,,,,,,,,,,
2788,Hallar la vida en la cueva y más dichosos hermanos,Hallar la vida en la cueva y más dichosos hermanos,Las victorias del Marqués de Cañete (q,,,,,,,auto,comedia,,,FUENTESXI,pdf,1,,,Español,,No,,,,,,"Probablemente se refiere a la comedia intitulada Algunas hazañas de las muchas de don García Hurtado de Mendoza, Marqués de Cañete, impresa suelta en Madrid, 1622. Los autores son Mira de Amescua, el Conde del Basto, Luis de Belmonte Bermúdez, Ruiz de Alarcón, Luis Vélez de Guevara, Fernando de Ludeña, Jacinto de Herrera, Diego de Villegas y Guillén de Castro. Probablemente es la misma comedia que se representaba con el título de Las victorias del Marqués de Cañete (q.v.). Véase también W. A. Kincaid, RHi, LXXIV (1928), 96-100, 168-170.",,,,
3719,Hasta morir no hay seguro,Hasta morir no hay seguro,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3734,Hero y Leandro,Hero y Leandro,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3754,Hipermestra y Linceo,Hipermestra y Linceo,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3756,Historia de San Ángel,Historia de San Ángel,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3758,Historia del villano en su rincón a lo divino,Historia del villano en su rincón a lo divino,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3760,Holofernes,Holofernes,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2791,Hércules,Hércules,,Diamante,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,117,,,Español,,No,,,,,sus Comedias (primera parte) (Madrid,"Comedia de Diamante, impresa en sus Comedias (primera parte) (Madrid, 1670), 48-88 (hay dos series de paginaciones en este tomo).",,,,
2799,Icaro,Icaro,Icaro (Fuentes XI); (6) 1º de mayo de 1708,Fernández,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,74,,,Español,,No,,,,,Escogidas XLVIII (Madrid,"Comedia de Fernández de León, impresa en Escogidas XLVIII (Madrid, en Palacio el día de San Luis a 25 de Agosto de 1684.» Hay manuscrito de fines del siglo XVII en la B.N.M., 16.049; y un traslado, 18.331 (Paz, I, 403). En la B.M.M., 1-38-7, existe otro manuscrito para la representación por la manuscritos en la Colección Barbón-Lorenzana de la Biblioteca Pública de en la B.N.M. un manuscrito de otra versión con cuatro jornadas y con el",,,,
2801,Industrias contra finezas,Industrias contra finezas,Industrias contra finezas,Moreto,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,136,,,Español,,No,,,,,Escogidas XXIV (Madrid,"Comedia de Moreto, impresa en Escogidas XXIV (Madrid, 1666), fols. 41 r. - 60 v. En la B.N.M. hay un manuscrito con el título de Industrias contra finezas, 17.135 (Paz, I, 262, erróneamente: Industria...; Ciria Matilla, CB, XXX [1973], 78). Según Paz, es probablemente de mano de Matos Fragoso (pero véase Sánchez Mariana, RLit, XLVI [1984], 126).",,,,
3794,Ingratitud por amor,Ingratitud por amor,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2803,Ir y quedarse,Ir y quedarse,,Matos Fragoso,,,,Siglo de Oro,,auto,comedia,,histórico,FUENTESXI,pdf,3,,,Español,,Sí,,,,,su Primera parte (Madrid,"En la B.N.M. hay un manuscrito anónimo con este título, 17.140, de letra de principios del siglo XVIII, según Paz, I, 269. Medel y García de la Huerta la traen, anónima. (A) En la lista de sus comedias publicada en el Peregrino de 1604, se menciona una comedia de Lope de Vega así titulada, y ahora perdida. (B) Además, existe la comedia escrita por Rojas, Coello y Calderón en colaboración, de la cual hay manuscrito en la B.N.M., 17.320 (Paz, I, 271). (C) La versión de dos jornadas, obra de Calderón, se imprimió en la falsa Quinta parte de las comedias de dicho dramaturgo («Barcelona» y Madrid, 1677), fols. 163 v. - 178 r.: «Fiesta que se represento a sus Magestades.» Hay manuscrito del siglo XVIII en la B.M.M., I-39-8 (Agulló, RBAMM, núms. 9-10 [1981], 132). Pedreil, Teatro, III; Cancionero, IV; y Catalech, II, publicó fragmentos musicales para esta obra, pero, según Sage, Vélez de Guevara, Los celos hacen estrellas, 184, datan de finales del siglo XVII o principios del XVIII. Auto sacramental de Calderón, impreso en sus Autos sacramentales históricos, y alegóricos («Barcelona», 1701), 94-120. Hay copias manuscritas en la B.N.M., 14.846(3), donde al final se hace referencia a su representación en Madrid en 1697, y 16.282(1) (Paz, I, 271; Rull y Torres, BFE, X, núms. 34-35 [1970], 37-38 y 62); en la B.I.T.B., 82.670 (Simón Palmer, CB, XXXIV [1977], 5); en la B.N.M., I-39-8 bis con censura de 1753 (Agulló, RBAMM, núms. 9-10 [1981], 132-133; Rull y Torres, Segismundo, VIII, núms. 15-16 [1972], 111-112), y 1.225(6) (Rull y Torres, Segismundo, VIII, núms. 15-16 [1972], 119; en la B.L., Egerton 1.789(7) (Gayangos, I, 92); en el Archivo de la Cofradía de la Novena (Rull y Torres, Segismundo, XVIII, núms. 39-40 [1984], 78-79); en la biblioteca de don Bartolomé March, Colección del Duque de Gor (Romera Castillo, Philologica Hispaniensa, III, 480), y otro en la Colección Medinaceli (Romera Castillo, LD, XII, núm. 23 [enero-junio, 1982], 215 y 216); en la Catedral de Córdoba, Ms. 114 (García y García, Cantelar Rodríguez y Nieto Cumplido, 278); y en la University of Pennsylvania Library (Regueiro, núm. 1.428). Comedia de Matos Fragoso, impresa en su Primera parte (Madrid, 1658), fols. 1 r. - 22 v. (hay dos series de foliaciones en este tomo). Medal y García.",,,,
3805,Isabela,Isabela,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2804,Jerusalén conquistada,Jerusalén conquistada,,,,,,,,comedia,comedia,,,FUENTESXI,pdf,86,,,Español,,No,,,,,,"(1) - (7) 30 de mayo - 5 de junio de 1686. Manuel de Mosquera. Buen Retiro, Coliseo, al pueblo (Fuentes I). Comedia desconocida. Quizá el asunto sea el rescate de un Jesús Nazareno por los Padres Trinitarios Descalzos en 1682. Para el manuscrito de otra comedia diecichesca sobre el mismo asunto, B.N.M. 16.057, véase Paz, I, 470.",,,,
3813,Jiricón,Jiricón,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2805,Job,Job,La paciencia en los trabajos (véase también Vega García-Luengos,,,,,,,comedia,comedia,,,FUENTESXI,pdf,139,,,Español,,Sí,,,,,Diferentes XXXI (Barcelona,"Comedia desconocida. Puede que se refiera a (A) La paciencia de Job, atribuida a Calderón por Medel y rechazada por Calderón en su Cuarta parte; (B) a Los trabajos de Job, comedia de Felipe Godínez, impresa en Diferentes XXXI (Barcelona, 1638), fols. 225 r. - 243 v. Esta obra salió también en Escogidas XVIII, fols. 62 r. - 77 r., según Bolaños Donoso, 307, con el título de La paciencia en los trabajos (véase también Vega García-Luengos, 146-152); (C) a El Job de las mujeres, de Matos Fragoso: o (D) a El segundo Job (q.v.). En la B.M.M. se conserva un «guión de música en la comedia Los trabajos de Job» (Agulló, RBAMM, núms. 9-10 [1981], 166).",,,,
3814,Jonás,Jonás,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3815,Jonás profeta,Jonás profeta,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3816,Jorge Toledano,Jorge Toledano,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3817,José,José,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3820,"Juan Rana, poeta","Juan Rana, poeta",,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3821,Juan Sánchez de Talavera,Juan Sánchez de Talavera,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3822,Juanilla la de Jerez,Juanilla la de Jerez,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3823,Judas Macabeo,Judas Macabeo,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3831,Juliano apóstata,Juliano apóstata,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
3830,Julián Romero,Julián Romero,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2811,Júpiter agraviado,Júpiter agraviado,,,,,,,,comedia,,,,FUENTESXI,pdf,142,,,Español,,No,,,,,,"Véanse Shergold, History of the Spanish Stage, 276-277; Barrera, 133. Cotarelo, BRAE, I (1914), 395, n. 1, cita un manuscrito cuyo paradero actual desconocemos.",,,,
